label,text,transformed_text
0,"Subject: nom change at the garza / trevino plant on tejas
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 16 / 2000
12 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 16 / 2000 10 : 34 : 43 am
to :
cc :
subject : nom change at the garza / trevino plant on tejas
see attached .
- enron nom change . xls",subject nom chang garza trevino plant teja forward ami chokshi corp enron 06 16 2000 12 24 pm jan svajian 06 16 2000 10 34 43 cc subject nom chang garza trevino plant teja see attach enron nom chang xl
0,"Subject: cornhusker up on 24 th
spoke with ken reisz ( operations mgr ) and he said the plant is due to be up
on friday nov . 24 th , so we will need to start nominating the gas for that day
on . he expects a full load to be pulled . of course , that what we thought
before the last catastrophy .",subject cornhusk 24 th spoke ken reisz oper mgr said plant due friday nov 24 th need start nomin ga day expect full load pull cours thought last catastrophi
0,"Subject: february 2000 production , pg & e discrepancy for 02 / 24 / 00 ( pan
energy exchange deal )
stacey -
as per my earlier voice mail messages , i needed to confirm what the actual
flow of gas was on pg & e for february 24 th . the service summary report from
pg & e indicated a flow of 50 , 000 mmbtus on the 24 th , however , the swamp rat
fuel allocations ( hpl ) indicates a flow of 53 , 000 mmbtus . can you ask pg & e
to confirm which of these volume is correct so that the february allocations
can be finalized ? please let me know if there is any additional information
i need to provide you .
thanks for your help -
katherine",subject februari 2000 product pg e discrep 02 24 00 pan energi exchang deal stacey per earlier voic mail messag need confirm actual flow ga pg e februari 24 th servic summari report pg e indic flow 50 000 mmbtu 24 th howev swamp rat fuel alloc hpl indic flow 53 000 mmbtu ask pg e confirm volum correct februari alloc final pleas let know addit inform need provid thank help katherin
1,"Subject: now i know bundle famish
welcome varou
the graveyards are full of indispensable men . - charles de gaulle ( 1890 - 1970 ) the only paradise is paradise lost . marcel proust ( 1871 - 1922 ) the president has kept all of the promises he intended to keep . - clinton aide george stephanopolous speaking on larry king live
",subject know bundl famish welcom varou graveyard full indispens men charl de gaull 1890 1970 paradis paradis lost marcel proust 1871 1922 presid kept promis intend keep clinton aid georg stephanopol speak larri king live
0,"Subject: wellhead nominations
wellhead volumes have been adjusted to the avg column on the attached
spreadsheet as of 3 / 8 / 01 forward .
bob",subject wellhead nomin wellhead volum adjust avg column attach spreadsheet 3 8 01 forward bob
1,"Subject: get a bu _ lky p ^ 0 le * dcrgvabyssyzbr
loading please wait . . . . . do you want a longer
penis ?
enlarge your penis ! instant rock hard
erections ! longer lasting time !
click here for information
remove
me
",subject get bu lki p 0 le dcrgvabyssyzbr load pleas wait want longer peni enlarg peni instant rock hard erect longer last time click inform remov
0,"Subject: duke energy field 9 / 00
please add the demand charge for excess fees for 9 / 00 on sale deal 157278 in
the amount of $ 1 , 175 . 51 .
thanks ,
megan",subject duke energi field 9 00 pleas add demand charg excess fee 9 00 sale deal 157278 amount 1 175 51 thank megan
1,"Subject: nvhcs bvy h ' y _ d _ roc _ 0 _ d _ 0 ` n _ e online , f . r . ee overnight ship . ping
vortnight temperd sisyphist
the b ` est meds available
they got vi . co . din , x . @ nax , and v . aliu . m . . and other popular products . .
we accept almost every form of payment .
u q http : / / l . yvnnwe . toogde . net / pgpho / index . htm
quit : http : / / k . cs . toogde . net / pgpho / rm . html
landon had made an unsuccessful attempt at the recitation , and the doctor ,
somewhat nettled , said : landon , you don ' t seem to be getting on very fast in
this subject . you seem to lack ambition . why , at your age alexander the
great had conquered half the world . yes , said landon , he couldn ' t help it ,
for you will recall the fact , doctor , that alexander the great had aristotle
for a teacher .
on the first day of college , the dean addressed the students , pointing out
some of the rules : the female dormitory will be out - of - bounds for all male
students , and the male dormitory to the female students . anybody caught
breaking this rule will be fined $ 20 the first time . he continued : anybody
caught breaking this rule the second time will be fined $ 60 . being caught a
third time will incur a hefty fine of $ 180 . are there any questions ? ! ! ! ! at
this point , a male student in the crowd inquired : how much for a season
pass ?
scan 3 uchinomioluchii , siteifuk tiryoury .
",subject nvhc bvi h roc 0 0 n e onlin f r ee overnight ship ping vortnight temperd sisyphist b est med avail got vi co din x nax v aliu popular product accept almost everi form payment u q http l yvnnwe toogd net pgpho index htm quit http k cs toogd net pgpho rm html landon made unsuccess attempt recit doctor somewhat nettl said landon seem get fast subject seem lack ambit age alexand great conquer half world ye said landon help recal fact doctor alexand great aristotl teacher first day colleg dean address student point rule femal dormitori bound male student male dormitori femal student anybodi caught break rule fine 20 first time continu anybodi caught break rule second time fine 60 caught third time incur hefti fine 180 question point male student crowd inquir much season pass scan 3 uchinomioluchii siteifuk tiryouri
0,"Subject: freedom ? ? ?
bammelyoungfamilies
- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -
start your own free email list at http : / / www . listbot . com / links / joinlb
this is a statement that was read over the pa system at the football game
at roane county high school , kingston , tennessee by school principal jody
mcloud , on september 1 , 2000 . i thought it was worth sharing with the
world , and hope you will forward it to all your friends . it clearly shows
just how far this country has gone in the wrong direction .
"" it has always been the custom at roane county high school football games
to say a prayer and play the national anthem to honor god and country .
due to a recent ruling by the supreme court , i am told that saying a prayer
is a violation of federal case law .
as i understand the law at this time , i can use this public facility to
approve of sexual perversion and call it an alternate lifestyle , and if
someone is offended , that ' s ok .
i can use it to condone sexual promiscuity by dispensing condoms and
calling it safe sex . if someone is offended , that ' s ok .
i can even use this public facility to present the merits of killing an
unborn baby as a viable means of birth control . if someone is offended , no
problem .
i can designate a school day as earth day and involve students in
activities to religiously worship and praise the goddess , mother earth ,
and call it ecology .
i can use literature , videos and presentations in the classroom that depict
people with strong , traditional christian convictions as simple minded and
ignorant and call it enlightenment .
however , if anyone uses this facility to honor god and ask him to bless
this event with safety and good sportsmanship , federal case law is
violated .
this appears to be inconsistent at best , and at worst , diabolical .
apparently , we are to be tolerant of everything and anyone except god and
his commandments .
nevertheless , as a school principal , i frequently ask staff and students to
abide by rules which they do not necessarily agree . for me to do otherwise
would be inconsistent at best , and at worst , hypocritical . i suffer from
that affliction enough unintentionally . i certainly do not need to add an
intentional transgression .
for this reason , i shall , "" render unto caesar that which is caesar ' s , "" and
refrain from praying at this time . however , if you feel inspired to honor ,
praise and thank god , and ask him in the name of jesus to bless this event ,
please feel free to do so . as far as i know , that ' s not against the law -
yet . ""
and . . . one by one , the people in the stands bowed their heads , held hands
with one another , and began to pray . they prayed in the stands . they prayed
in the team huddles . they prayed at the concession stand . and they prayed
in the announcer ' s box . the only place they didn ' t pray was in the supreme
court of the united states of america - the seat of "" justice "" in the one
nation under god .
somehow , kingston , tennessee , remembered what so many have forgotten . . . we
are given the freedom of religion , not the freedom from religion .
praise god that his remnant remains !
let ' s celebrate jesus in 2001
jesus said , "" if you are ashamed of me , i will be ashamed of you before my
father . ""
- - - - - - - - -
if you are not ashamed , pass this on . . . but only if you mean it .
yes , i do love god . he is my source of existence and savior . he keeps me
functioning each and every day . without him , i will be nothing . without
him , i am nothing but with him , i can do all things through christ that
strengthens me . phil 4 : 13
geoff gayle
synergy oil & gas , inc .
office : ( 713 ) 461 - 6626 x . 113
fax : ( 713 ) 461 - 4475
email : ggayle @ synergyog . com
to unsubscribe , write to - unsubscribe @ listbot . com",subject freedom bammelyoungfamili listbot sponsor start free email list http www listbot com link joinlb statement read pa system footbal game roan counti high school kingston tennesse school princip jodi mcloud septemb 1 2000 thought worth share world hope forward friend clearli show far countri gone wrong direct alway custom roan counti high school footbal game say prayer play nation anthem honor god countri due recent rule suprem court told say prayer violat feder case law understand law time use public facil approv sexual pervers call altern lifestyl someon offend ok use condon sexual promiscu dispens condom call safe sex someon offend ok even use public facil present merit kill unborn babi viabl mean birth control someon offend problem design school day earth day involv student activ religi worship prais goddess mother earth call ecolog use literatur video present classroom depict peopl strong tradit christian convict simpl mind ignor call enlighten howev anyon use facil honor god ask bless event safeti good sportsmanship feder case law violat appear inconsist best worst diabol appar toler everyth anyon except god command nevertheless school princip frequent ask staff student abid rule necessarili agre otherwis would inconsist best worst hypocrit suffer afflict enough unintent certainli need add intent transgress reason shall render unto caesar caesar refrain pray time howev feel inspir honor prais thank god ask name jesu bless event pleas feel free far know law yet one one peopl stand bow head held hand one anoth began pray pray stand pray team huddl pray concess stand pray announc box place pray suprem court unit state america seat justic one nation god somehow kingston tennesse rememb mani forgotten given freedom religion freedom religion prais god remnant remain let celebr jesu 2001 jesu said asham asham father asham pass mean ye love god sourc exist savior keep function everi day without noth without noth thing christ strengthen phil 4 13 geoff gayl synergi oil ga inc offic 713 461 6626 x 113 fax 713 461 4475 email ggayl synergyog com unsubscrib write unsubscrib listbot com
0,"Subject: unify enhancement tracking list for ena upstream
hi everyone ,
see attached a listing of the documented enhancements that pertain to ena
upstream . what we need to do next is develop an impact for each one that
gives an estimate of the number of hours saved for each item . please supply
these savings where your name is listed if you haven ' t already done so . the
vision and purpose of this list is to provide holland & davis ( a consultant
) and upper management with the necessary information to determine the extent
of it resources that would be needed to enhance unify . i will need your
replies by cob may 31 st .
thanks , mve",subject unifi enhanc track list ena upstream hi everyon see attach list document enhanc pertain ena upstream need next develop impact one give estim number hour save item pleas suppli save name list alreadi done vision purpos list provid holland davi consult upper manag necessari inform determin extent resourc would need enhanc unifi need repli cob may 31 st thank mve
0,"Subject: re : tuesday , december 26 th
i can be here .
mary poorman @ enron
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",subject tuesday decemb 26 th mari poorman enron 12 20 2000 08 34 michael olsen na enron enron tom acton corp enron enron clem cernosek hou ect ect robert cotten hou ect ect jacki young hou ect ect sabra zajac hou ect ect carlo j rodriguez hou ect ect mark mccoy corp enron enron aime lannou hou ect ect mari poorman na enron enron eddi janzen na enron enron cc daren j farmer hou ect ect lauri allen hou ect ect subject tuesday decemb 26 th need small staff handl potenti trade wed 27 th pipelin offic would expect work load minim plan come would like minimum three staff need two volunt one offsystem case anyon go town pleas forward number case need call addit peopl work laptop home get new year make holiday miss schedul day calendar also vacat friday dec 22 nd need someon send nomin plant expect full system coverag hpl hpl hpl ena need let know interest learn thank mari
0,"Subject: nomination 2 / 3 / 2000
this is to nominate 33 , 500 mmbtu for 2 / 3 / 2000 from hpl at the eastrans
interconnect .
this equates to about 30 , 700 mcf .
like mmbtu ' s will be redelivered at fuels cotton valley ( 8 , 500 ) and p g & e at
the carthage
tailgate for 25 , 000 mmbtu .",subject nomin 2 3 2000 nomin 33 500 mmbtu 2 3 2000 hpl eastran interconnect equat 30 700 mcf like mmbtu redeliv fuel cotton valley 8 500 p g e carthag tailgat 25 000 mmbtu
1,"Subject: hello brother - are you fat
brother , this is a good anti - weight solution
v . 1 ' a , g . r , a loo m ' g 20 pi | | s 98 . 0 o
c , 1 * a * l * 1 ' s 2 o m * g 10 p | | ls 82 . 00
v . i , o , x . x 25 m ' g 3 o pllis 62 . oo
more info : http : / / maser . pharmfarm . biz /
! same day shlpp 1 ng !
you are blacklisted
juanita kirby
cutler
celtek bioscience , llc , nashville , tn 37210 , united states of america
phone : 818 - 711 - 4417
mobile : 719 - 417 - 8214
email : riyvikcenftx @ c 4 . com
your reply to this confirmation message is not needed
this product is a 84 month trial package
notes :
the contents of this message is for understanding and should not be kerchief purposive
bernadine voluble chambers
time : thu , 09 dec 2004 02 : 41 : 38 + 0200
",subject hello brother fat brother good anti weight solut v 1 g r loo g 20 pi 98 0 c 1 l 1 2 g 10 p ls 82 00 v x x 25 g 3 plli 62 oo info http maser pharmfarm biz day shlpp 1 ng blacklist juanita kirbi cutler celtek bioscienc llc nashvil tn 37210 unit state america phone 818 711 4417 mobil 719 417 8214 email riyvikcenftx c 4 com repli confirm messag need product 84 month trial packag note content messag understand kerchief purpos bernadin volubl chamber time thu 09 dec 2004 02 41 38 0200
0,"Subject: hpl nom for july 15 thru 17 , 2000
( see attached file : hplo 715 . xls )
- hplo 715 . xls",subject hpl nom juli 15 thru 17 2000 see attach file hplo 715 xl hplo 715 xl
0,"Subject: natural gas nomination for 03 / 00
enron methanol nominates the following requirements for the methanol plant
for march 2000 :
march lst & 2 nd 32 , 000 mmbtu per day
march 3 rd through 12 th 0 mmbtu ( plant down for repairs )
march 13 th through 31 st 32 , 000 mmbtu per day
note : natural gas to be bought at the "" gas daily mid "" due to plant outage for
the methanol plant only .
egpfc nominates the following for the mtbe plant at morgan ' s point for march
2000
10 , 000 mmbtu per day",subject natur ga nomin 03 00 enron methanol nomin follow requir methanol plant march 2000 march lst 2 nd 32 000 mmbtu per day march 3 rd 12 th 0 mmbtu plant repair march 13 th 31 st 32 000 mmbtu per day note natur ga bought ga daili mid due plant outag methanol plant egpfc nomin follow mtbe plant morgan point march 2000 10 000 mmbtu per day
1,"Subject: cialis , xanax , valium , viagra at low price ! no prescription needed !
discount rx is simple , quick , and affordable ! br
offering many of today ' s most widely usedbr
prescription drugs on the market ! brbr
viagra , ambien , meridia , propecia , valium , xanax and many more !
br
just click below for these special savings !
a href = http : / / www . k 8 cheapnow . com / index . php ? id = 188 click here now !
",subject ciali xanax valium viagra low price prescript need discount rx simpl quick afford br offer mani today wide usedbr prescript drug market brbr viagra ambien meridia propecia valium xanax mani br click special save href http www k 8 cheapnow com index php id 188 click
0,"Subject: hpl noms - revisons for dec . 27 and 28 , 2000
note : the exxon katy plant operates on a 7 to 7 day . the nomination of 22 . 850
at the ls exxon katy t . g . , started at 3 pm , ( 16 hours of flow at 22 . 850 rate )
which
will average to be 15 . 233 for the flow day of dec . 27 , 2000 .
( see attached file : hplnl 227 . xls ) ( see attached file : hplnl 228 . xls )
- hplnl 227 . xls
- hplnl 228 . xls",subject hpl nom revison dec 27 28 2000 note exxon kati plant oper 7 7 day nomin 22 850 ls exxon kati g start 3 pm 16 hour flow 22 850 rate averag 15 233 flow day dec 27 2000 see attach file hplnl 227 xl see attach file hplnl 228 xl hplnl 227 xl hplnl 228 xl
0,"Subject: hl & p month to date flow
janet . i ' m back from vacation ! i have updated the flow volumes for hl & p",subject hl p month date flow janet back vacat updat flow volum hl p
0,"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
daren / vance :
any light you could shed on this would be appreciated .
mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 10 / 23 / 2000 01 : 31
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas @ ect
10 / 23 / 2000 01 : 21 pm
to : mary poorman / na / enron @ enron
cc : nick moshou / corp / enron @ enron , cynthia hakemack / hou / ect @ ect , kristen j
hanson / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
mary :
have you heard anything back from vance taylor on this issue ? i get the
feeling that this is soon going to reach "" critical mass "" .
fred
nick moshou @ enron
10 / 23 / 2000 01 : 05 pm
to : fred boas / hou / ect @ ect
cc : cynthia hakemack / hou / ect @ ect , kristen j hanson / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
any progress on this issue ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by nick moshou / corp / enron on 10 / 23 / 2000
08 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
nick moshou
10 / 12 / 2000 07 : 57 am
to : fred boas / hou / ect @ ect
cc : cynthia hakemack / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
fred ,
could you give me the status or an eta on this meter . we are in the middle
of a big push to lower our exposure and the following customer has $ 55 , 000
not including sept production because we ' ve paid manually without having the
volumes in unify for this meter .
thanks ,
nick
x 36454",subject meter 0980438 acock product daren vanc light could shed would appreci mari forward mari poorman na enron 10 23 2000 01 31 pm fred boa ect 10 23 2000 01 21 pm mari poorman na enron enron cc nick moshou corp enron enron cynthia hakemack hou ect ect kristen j hanson hou ect ect subject meter 0980438 acock product mari heard anyth back vanc taylor issu get feel soon go reach critic mass fred nick moshou enron 10 23 2000 01 05 pm fred boa hou ect ect cc cynthia hakemack hou ect ect kristen j hanson hou ect ect subject meter 0980438 acock product progress issu forward nick moshou corp enron 10 23 2000 08 15 nick moshou 10 12 2000 07 57 fred boa hou ect ect cc cynthia hakemack hou ect ect subject meter 0980438 acock product fred could give statu eta meter middl big push lower exposur follow custom 55 000 includ sept product paid manual without volum unifi meter thank nick x 36454
0,"Subject: hpl nom for october 5 , 2000
( see attached file : hpll 005 . xls )
- hpll 005 . xls",subject hpl nom octob 5 2000 see attach file hpll 005 xl hpll 005 xl
0,"Subject: co - owner vols 12 / 00
for anyone else who needs it .
bev
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 11 / 27 / 2000 11 : 01
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
11 / 27 / 2000 11 : 27 am
to : ,
cc :
subject : co - owner vols 12 / 00
co - owner vols 12 / 00
- 1200 co - owners volumes to enron . xls",subject co owner vol 12 00 anyon els need bev forward beverli beati hou ect 11 27 2000 11 01 enron capit trade resourc corp victor haley 11 27 2000 11 27 cc subject co owner vol 12 00 co owner vol 12 00 1200 co owner volum enron xl
0,"Subject: re : nom / vols for 3 / 24 thru 3 / 26 / 01
we agree
"" eileen ponton "" on 03 / 26 / 2001 11 : 50 : 15 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : nom / vols for 3 / 24 thru 3 / 26 / 01
we are having problems down loading tufco volumes from pg & e ' s system .
following are estimates , with actuals to follow tomorrow . . . . . .
date nom mcf mmbtu
3 / 23 0 0 0
3 / 24 0 0 0
3 / 25 5000 4094 4205",subject nom vol 3 24 thru 3 26 01 agre eileen ponton 03 26 2001 11 50 15 david avila lsp enserch us tu charli stone texa util tu melissa jone texa util tu hpl schedul enron com liz bellami enron com cc subject nom vol 3 24 thru 3 26 01 problem load tufco volum pg e system follow estim actual follow tomorrow date nom mcf mmbtu 3 23 0 0 0 3 24 0 0 0 3 25 5000 4094 4205
1,"Subject: accumuiate at these leveis with breakout lo 0 ming
yap international , inc . ( ypil )
voip technology requires no computer or high speed internet connection for its dial - up product .
current price : . 18
watch this stock monday some of these littie voip stocks have been really moving lately .
and when some of them move , they rea | | y go . . . gains of 100 % , 200 % or more are
not unheard of .
break news ! !
* yap internationa | inc . ( 0 tc : ypil ) announced last week that it has entered into a letter of intent with lmb technoiogies inc . for an exciusive license to its proprietary voip technoiogies for the geographic region of the caribbean .
subject to the conciusion of a definitive agreement , yap wouid provide lmb technoiogies inc . with exciusive access to market , distribute and re - | icense the stabie of voip related and products being deveioped by yap .
the caribbean market is growing in terms of its access to the benefits of voip technoiogies . access to this market is very important to the continued growth of yap and we are pieased to potentiaily partner with a company seeking to exploit this market and gain market share for yap products in a developing region , stated jan oiivier , ceo of yap international .
a mammoth gain of astronomica | proportions very quickly . that ' s what can happen with these sma | | cap stocks when they take off . and it happens every day . wil | ypil join the ranks of ste | | ar performers ?
about the company :
yap internationa | , inc . is a muiti - nationa | internet communications
company developing cost effective teiecommunications through voice over internet protocol ( voip ) technoiogies . the company ' s voip technoiogy requires no computer or high speed internet connection for its dia | - up product and works in conjunction with any standard push button phone to access voip sav - ings . the company plans on targeting the market of more than 1 . 1 biliion teiephones worldwide , but specifica | | y , the internationa | calling market as it pertains to foreign - born residents | iving in the united states and canada . the company ' s other products work with broadband , dsl , cable , sateliite , and has wireiess capabilities . the company ' s nameistrative offices are located in vancouver , bc and saies offices in los angeles , ca .
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
and piease watch this one trade monday ! go ypi |
information within this publication contains future looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements thatexpress or involve discussions with respect to predictions , expectations , beiiefs , pians , projections , objectives , goals , assumptions or futureevents or performance are not statements of historical fact and may be future looking statements . future looking statements are based on expectations , estimates and projections at the time the statements are made that invoive a number of risks and uncertainties which couid cause actua | resuits or events to differ materialiy from those presently anticipated . future | ooking statements in this action may be identified through the use of words such as projects , foresee , expects , will , anticipates , estimates , beiieves , understands or that by statements indicating certain actions may , could , or might occur . these future - looking statem !
ents are based on information currentiy avaiiabie and are subject to a number of risks , uncertainties and other factors that couid cause ypi | ' s actua | results , performance , prospects or opportunities to differ materialiy from those expressed in , or impiied by , these future - looking statements . as with many microcap stocks , today ' s company has additiona | risk factors that raise doubt about its ability to continue as a going concern . these risks , uncertainties and other factors include , without | imitation , the company ' s growth expectations and ongoing funding requirements , and specifica | | y , the company ' s growth prospects with scalable customers . other risks include the company ' s | imited operating history , the company ' s history of operating losses , consumers ' acceptance , the company ' s use of licensed technoiogies , risk of increased competition , the potentia | need for additional financing , the conditions and terms of any financing that is consummated , the | imited trading market !
for the company ' s securities , the possibie volatility of the company ' s
stock price , the concentration of ownership , and the potentia | fluctuation in the company ' s operating resuits . the publisher of this report does not represent that the information contained in this message states all materia | facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this report pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the pubiisher of this newsietter advises al | readers and subscribers to seek advice from a registered professiona | securities representative before deciding to trade in stocks featured within this report . none of the material within this report shail be construed as any kind of investment advice or soiicitation . many of these companies are on the verge of bankruptcy . you can | ose all your money by investing in this stock . the publisher of this report is not a registered investment expert . subscribers sho !
uld not view information herein as lega | , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specialiy seiected to be referenced based on the favorable performance of these companies . you wouid need perfect timing to achieve the resuits in the exampies given . there can be no assurance of that happening . remember , as always , past performance is not indicative of future results and a thorough due diligence effort , including a review of a company ' s filings at sec gov or edgar - oniine com when available , shouid be completed prior to investing .
a | | factual information in this report was gathered from pubiic sources , including but not limited to company websites and company press releases . the pubiisher discioses the receipt of fifteen thousand do | | ars from a third party , not an officer , director , or affiiiate sharehoider ofthe company for the preparation of this oniine report . be aware of aninherent conflict of interest resulting from such compensation due to the fact that this is a paid publication . the publisher of this report believes this information to be reliabie but can make no assurance as to its accuracy or compieteness . use of the material within this report constitutes your acceptance of these terms .
if you wish to stop future mailings , or if you fee | you have been
wrongfuily placed in our membership , piease go here or send a blank
e mai | with no thanks in the subject to ( - stock 42 @ yahoo . com - )
",subject accumui levei breakout lo 0 ming yap intern inc ypil voip technolog requir comput high speed internet connect dial product current price 18 watch stock monday litti voip stock realli move late move rea go gain 100 200 unheard break news yap internationa inc 0 tc ypil announc last week enter letter intent lmb technoiogi inc excius licens proprietari voip technoiogi geograph region caribbean subject concius definit agreement yap wouid provid lmb technoiogi inc excius access market distribut icens stabi voip relat product deveiop yap caribbean market grow term access benefit voip technoiogi access market import continu growth yap pieas potentiaili partner compani seek exploit market gain market share yap product develop region state jan oiivier ceo yap intern mammoth gain astronomica proport quickli happen sma cap stock take happen everi day wil ypil join rank ste ar perform compani yap internationa inc muiti nationa internet commun compani develop cost effect teiecommun voic internet protocol voip technoiogi compani voip technoiogi requir comput high speed internet connect dia product work conjunct standard push button phone access voip sav ing compani plan target market 1 1 biliion teiephon worldwid specifica internationa call market pertain foreign born resid ive unit state canada compani product work broadband dsl cabl sateliit wireiess capabl compani nameistr offic locat vancouv bc sai offic lo angel ca pieas watch one trade monday go ypi inform within public contain futur look statement within mean section 27 secur act 1933 section 21 b secur exchang act 1934 statement thatexpress involv discuss respect predict expect beiief pian project object goal assumpt futureev perform statement histor fact may futur look statement futur look statement base expect estim project time statement made invoiv number risk uncertainti couid caus actua resuit event differ materialiy present anticip futur ook statement action may identifi use word project forese expect anticip estim beiiev understand statement indic certain action may could might occur futur look statem ent base inform currentiy avaiiabi subject number risk uncertainti factor couid caus ypi actua result perform prospect opportun differ materialiy express impii futur look statement mani microcap stock today compani additiona risk factor rais doubt abil continu go concern risk uncertainti factor includ without imit compani growth expect ongo fund requir specifica compani growth prospect scalabl custom risk includ compani imit oper histori compani histori oper loss consum accept compani use licens technoiogi risk increas competit potentia need addit financ condit term financ consumm imit trade market compani secur possibi volatil compani stock price concentr ownership potentia fluctuat compani oper resuit publish report repres inform contain messag state materia fact omit materi fact necessari make statement therein mislead inform provid within report pertain invest stock secur must understood inform provid invest advic pubiish newsiett advis al reader subscrib seek advic regist professiona secur repres decid trade stock featur within report none materi within report shail constru kind invest advic soiicit mani compani verg bankruptci ose money invest stock publish report regist invest expert subscrib sho uld view inform herein lega tax account invest advic refer past perform compani specialiy seiect referenc base favor perform compani wouid need perfect time achiev resuit exampi given assur happen rememb alway past perform indic futur result thorough due dilig effort includ review compani file sec gov edgar oniin com avail shouid complet prior invest factual inform report gather pubiic sourc includ limit compani websit compani press releas pubiish discios receipt fifteen thousand ar third parti offic director affiiiat sharehoid ofth compani prepar oniin report awar aninher conflict interest result compens due fact paid public publish report believ inform reliabi make assur accuraci compiet use materi within report constitut accept term wish stop futur mail fee wrongfuili place membership pieas go send blank e mai thank subject stock 42 yahoo com
